Case Number,Account Name,Person Type,message,Score,Review,Correct/Incorrect
TS002173164,Fram Group Operations LLC,Customer,"There has been no ASN sent to give you a PID.  Sorry, I wrote 850 and its 856 map.  

the envelope map name needs to be changed to FRAM_I_856O_4010.
Please refer to the parent ticket where this envelope was moved last week.  Please talk with Erin.
",-0.8966109211753726,,
TS002106561,Fram Group Operations LLC,Customer,"<p>In CTE, please review 24955334 why missing E1EDL41 after E1EDL24.</p><p></p><p>Miltec testing was fine: - 24944384</p><p>All the other vendors i tested with either last week, I did not see this happening.</p><p></p><p>For every LIN, there is E1EDL24 &amp; E1EDL41.  The first  LIN only wrote E1EDL24, missing e1edl41.</p><p>E2EDL24006&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;8&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;000001429803&nbsp;&nbsp;&nbsp;</p><p>E2EDL24006&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;9&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;000002530552&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;E2EDL41000&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;10&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;0015500190695</p>",-0.8114874967674925,,
TS002042298,"Stanley Black & Decker, Inc",Customer,"Thanks a lot ... I have reviewed and need a couple of more changes.  

Please see uploaded MRS and Word document.. Same data should be used.

If you have any questions please let me know.

Thanks again,

Den :-)
",-0.8184872266597216,,
TS002173560,Ricoh Electronics Inc,Customer,"Robin,
Thank you very much for your explanation.
I will explain to our Customer, and let you know, if I have more questions.

Best regards,
Mayumi?
",0.5411661697451111,,
TS002106561,Fram Group Operations LLC,Customer,"Please move map to production.  Only change in production the Miltec 856 to use this new map.  The other trading partners will not change to the new map.

Miltec 856  4/18  PID#? 931886017

",-0.7909238950246532,,
TS002042335,United Natural Foods Inc.,Customer,"Now that our certificate is updated, we are receiving issue emails relating to documents we are sending to VAN. Appreciate if you could review & advise on what the issues refers to.? There are multiple TPs involved and more emails received than these. See the attachments. thanks
Diane
",-0.7903355418815737,,
TS002173739,ArvinMeritor Inc (MI),Customer,"Hi Erin,

Tomorrow, i scheduled 1 call with internal team to understand the mapping. So, after my call only i can confirm all data position & records. 
In mean time, please ask mapper to correct following mapping.
PO1_05 mapping needed with constant value ""PE"".
Regarding ACK mapping , Please enable ACK01 mapping for ""DR"" and IA"".

-Sanjeev Aggarwal

",-0.6711442694631209,,
TS002173739,ArvinMeritor Inc (MI),Customer,"Hi Erin, 

Generated test file doesn't have ACK, N1_SU, SCH segment. 
Could you please check with mapping team also please share the MRS of same Map. Thanks!

-Sanjeev Aggarwal
",-0.5439320132204937,,
TS002106561,Fram Group Operations LLC,Customer,"Erin

Could you change in CTE the following envelopes to use the new map.  We are doing some volume testing to determine what vendors need to change and which ones will remain under the old map.

Torch envelope name:  FramGroup_968500111T_654110790_I_856_004010_ST
Indu envelope name: FramGroup_968500111T_INDUCONTROLENL_I_856_004010_ST
Ruxiu envelope name: FramGroup_968500111T_147192_I_856_004010_ST


",-0.8899046812080273,,
TS002042335,United Natural Foods Inc.,Customer,"AS2 SHA2 certificate has now been added. Any questions, let me know.

Diane?
",-0.864509464781952,,
TS002173739,ArvinMeritor Inc (MI),Customer,"Hi Erin,

Change in version. Customer looking for 004010.
So, we need to create new map & for this we can clone from existing 'ARM_NA_AS400_AURORA_O_855_4010'  (Prod Process ID: 934649580)

New name -  ARM_NA_AS400_NAVISTAR_O_855_4010

Updated PER & Customer spec attached.

-Sanjeev Aggarwal 
",-0.5344448060260366,,
TS002173739,ArvinMeritor Inc (MI),Customer,"Hi Erin, 

Setup working fine as expected, but some changes needed in map. I am updating my change list & update you once I am ready with change list.

-Sanjeev Aggarwal
",0.724024125628096,,
TS002042481,Whirlpool Corporation,Customer,"Hi Amy. No, no updates. And we want prioritize Menards integration work over ABT. 
",-0.9743568266486874,,
TS002173739,ArvinMeritor Inc (MI),Customer,"Hi Erin,

Test document failed in CTE (Process id - 24975620). Could you please check & assist. Thanks!

-Sanjeev Aggarwal
",0.6189091672646624,,
TS002042481,Whirlpool Corporation,Customer,"Hi Amy,
Yes, I used the same password for the other documents.
Here's a URL for a document that worked:
https://whp_abt:786#?wT6@wsht.sterlingcommerce.com/wsh?WSGAction=validateOrder
CTE example PID from 03/25/2019 14:37:59 -- 1d1f55a2-4f2d-11e9-bc16-0a2320210000

URL for a changeOrder that's NOT working:
https://whp_abt:786#?wT6@wsht.sterlingcommerce.com/wsh?WSGAction=changeOrder
",-0.574293416812536,,
TS002106572,"Darigold, Inc.",Customer,"Please find attached the 810 test file from Challenge Diary to use for mapping.  They do not have any other specifications. Also confirming that the 810 is an outbound file.
",-0.6931767967501612,,
TS002173739,ArvinMeritor Inc (MI),Customer,"Thanks Erin, for quick setup.

-Sanjeev Aggarwal
",0.6921310947993095,,
TS002106572,"Darigold, Inc.",Customer,"I have attached the signed PER. (190405_Darigold_PER_Challenge_Dairy_810_4010_LEH(Signed).pdf.)
",0.6195401233222269,,
TS002042481,Whirlpool Corporation,Customer,"Hi Amy.
getMaterialAvail_FM and validateOrder work fine.

createOrder gives a ""501/not implemented"" and ""ProcessRelationshipConfig"" error (see attached Response).
Here's the URL I posed against, in case it's incorrect somehow (I followed the pattern of the pre-existing):
https://whp_abt:786#?wT6@wsht.sterlingcommerce.com/wsh?WSGAction=createOrder

changeOrder gives a ""401"" error. I know the XML is good, because I tested it internally.
Here's the URL I posed against, in case that's the issue:
https://whp_abt:786#?wT6@wsht.sterlingcommerce.com/wsh?WSGAction=changeOrder
Response also attached.
",-0.618619017353946,,
TS002173739,ArvinMeritor Inc (MI),Customer,"Please complete this request on priority. Testing start date is 25th April. 

Thanks!

-Sanjeev Aggarwal
",-0.7888558967711454,,
TS002106612,"Darigold, Inc.",Customer,"Test transaction came in from trading partner and failed.  I am not sure why.  Here is the PID: 333b7e7a-987b-403c-8ae5-1fb6d2cbfa87 
",-0.9322810496846741,,
TS002042566,"Stanley Black & Decker, Inc",Customer,"I cannot attached the spec that is in .pdf format to this case.   I will email it.   I did attached the .ddf for the input file and the output will be X12 V03010 856?
",-0.5905844311715849,,
TS002042566,"Stanley Black & Decker, Inc",Customer,"OK Narish, attached please find the .ddf, spec and outbound IDOC for the X12 V03010 856 ?
",-0.7399574728863733,,
TS002042566,"Stanley Black & Decker, Inc",Customer,"please use the current ID, as stated in the PER. ?   EDI Id 00000554 (00000554T)
",-0.9319147145932181,,
TS002106612,"Darigold, Inc.",Customer,"Please find attached the Darigold signed PER for PER - NEW MAP DG_CHLD_I_850_4010 - Case Number TS002106612. 
",-0.6372318447383365,,
TS002042566,"Stanley Black & Decker, Inc",Customer,"Yes it's approved?
",-0.5650239710138986,,
TS002106612,"Darigold, Inc.",Customer,"Please find attached the 850 example file for Challenge Dairy Products.  
",-0.6203240822118713,,
TS002106699,"Darigold, Inc.",Customer,"I have attached the signed PER. 190405_Darigold_PER_Grocery_Outlet_880_5010_LEH(Signed).pdf
 
",0.6195401233222269,,
TS002042866,"Stanley Black & Decker, Inc",Customer,"can't they both use ADITEST since they have different SAP ID's and are using the same maps??
",-0.6851810344496314,,
TS002106730,"Darigold, Inc.",Customer,"Teresa,  I have requested the 875 X12 data file from Grocery Outlet and will forward it as soon as I receive it.  In the meantime, please find attached Grocery Outlet's 875 V5010 EDI specification/guidelines.  
",-0.8081097652236938,,
TS002042866,"Stanley Black & Decker, Inc",Customer,"TS002010094 ? ADI US/CAN 856
TS002010297 ? ADI US/CAN 810
TS002010052 ? ADI US/CAN 855 ? IBM closed

This case is good, it belongs to the 850 and has a map change in it.
TS001275541 ? ADI US/CAN 850
",-0.5967567114872963,,
TS002174275,Vizio Inc.,Customer,"Hi Glenna,
Please let me know the ticket #? for 855 and 864.  I'll provide mapping or you can use any existed TP map as base.  I've attached guideline that Sonya created.
",-0.9616667793709217,,
TS002106730,"Darigold, Inc.",Customer,"I have attached the signed PER. (190405_Darigold_PER_Grocery_Outlet_875_5010_LEH(Signed).pdf)
",0.6195401233222269,,
TS002174275,Vizio Inc.,Customer,"PER approved with VIZIO PO #? 2000002715 for billing reference.
",0.765572185981663,,
TS002043208,"Carson-Dellosa Publishing Company,  Inc.",Customer,"I cannot see the mapping case (TS002174276.  Am I listed as the Owner or as part of the team?   Anyway, what is the status of this map change?  Partner wants to wrap up testing as soon as possible.
",-0.97237174509447,,
TS002043208,"Carson-Dellosa Publishing Company,  Inc.",Customer,"Need to modify our 810 map.  See comments below from our developer.  I have also uploaded the map and a sample file. 

It appears that we will need to have IBM modify the CDP_GNR2_O_810_4010 mapping to include the CTP08 element, the documentation shows it as optional but the SPS Commerce site is indicating that it is required. Attached is an updated MRS 810 mapping spreadsheet and a sample 810 test file that they can use to test the mapping change.

FYI - The 810 mapping specifications indicate that this is optional but SPS Commerce is failing the 810 because it was not included.
",-0.7117836651633567,,
TS002043208,"Carson-Dellosa Publishing Company,  Inc.",Customer,"I sent an email to SPS Commerce at editesting@spscommerce.com to get more details.  You can reach out to them directly if you have more questions.  My availability today is limited.
",0.5198952516831945,,
TS002174276,"Carson-Dellosa Publishing Company,  Inc.",Customer,"Still not working as needed.   Our EDI/ERP developer believes you may have a problem with the delimiter/separator used in the composite field and the element filed.  They cannot be the same.  I am uploading more comments from him with an example of how the map and file should look.  Also, we could not open the MRS file in the zip file.  The Tech MRS opened okay.
",-0.9428256954863148,,
TS002043208,"Carson-Dellosa Publishing Company,  Inc.",Customer,"SPS Commerce sent an 850 and I do not see it in CTE. See details below:
 
We have sent data to the following connection method and ISA IDs for your company:
12 / 3366320084T
Connectivity Method: IBM Sterling
Mailbags/MDN:
26859802
26859801
26859799 
 
Data was sent from: ZZ/TST1AMERICANREA/TST1AMERICANREA
",-0.6183569056398485,,
TS002043208,"Carson-Dellosa Publishing Company,  Inc.",Customer,"Can I get an estimate on when this will be set up ready to receive test documents?  I need to schedule a test time with SPS Commerce.  They would like to start testing this week.
",-0.4929375669926107,,
TS002174276,"Carson-Dellosa Publishing Company,  Inc.",Customer,"status?  need this map/doc updated so we can continue testing
",-0.5576524998079679,,
TS002174276,"Carson-Dellosa Publishing Company,  Inc.",Customer,"Yes, we need Monetary Amount mapped so please change the target side element to CTP11.
 
",0.5862455407842605,,
TS002107015,"Darigold, Inc.",Customer,"I have attached the signed PER. (190405_Darigold_PER_Tapia_850_4010-20190404_LEH(Signed).pdf)
 
",0.6195401233222269,,
TS002043208,"Carson-Dellosa Publishing Company,  Inc.",Customer,"Partner has now passed along the Production qualifier/id:   ZZ/AMERICANREADING
",-0.5511613016721633,,
TS002043434,ALABAMA FARMERS COOPERATIVE INC,Customer,"Weis is sending data.  It is failing on envelope setup issue.
",-0.6927693938293885,,
TS002043434,ALABAMA FARMERS COOPERATIVE INC,Customer,"What do I need to do to finish this project?  This should have already been tested and in production by now.  Advise?
",-0.5595834731628644,,
TS002175111,"Crocs, Inc.",Customer,"Thanks Erich, I've add all this to the open case. I noticed their URL has Japan in it and I'm wondering if our existing connection with Amazon Japan might be interfering. I know for Europe we couldn't use the portal - they had to do back end work to migrate them all to the one AS2 connection. I'll keep you posted!
",-0.5958762429359035,,
TS002175111,"Crocs, Inc.",Customer,"<p>Hi Erich,</p><p></p><p>This is the response I got from Amazon over nigh:</p><p></p><p>Hi all,</p><p>&nbsp;</p><p>The reason that causes the failure is decryption-failed, which means we didn?t receive expected signed MDN(Message Disposition Notification).</p><p>Please help check the MDN usage at your end. And please let me know when you correct it successfully, so that I can resend the POs to see if it works. Thanks.</p><p></p><p>There are 3 major causes for this error</p><p>1) Duplicate MDN  - Your system is not responding with an MDN within the agreed response time. This results in resends of the transmission from SimpleEDI, and consequently your system returns an MDN for each transmission</p><p>2) MDN received for an unknown transmission - MDN was sent but we cannont find any associated transmission</p><p>3) Received a negative MDN - unknown error on your end.</p><p></p><p>Best regards,</p><p>Liu, Yang &lt;yalua@amazon.com&gt;</p><p></p><p>What additional info can I ask them for to help us?</p>",-0.8573594480350087,,
TS002175111,"Crocs, Inc.",Customer,"Thanks for the update. I opened a case with them as the sender test completed without issue, it's just the receiver test from the portal.  I'll let you know what they come back with.
",-0.6471204454575393,,
TS002044170,Lindt & Sprüngli,Customer,"Hi Team,

Map chnages have been tested in CTE. Please go ahead and move the envelope and map changes to production.

Regards
Amrutha

",-0.5258485385758302,,
TS002175111,"Crocs, Inc.",Customer,"Thanks Erich.  I attempted the test connection option on CTE and am being told it is failing.  I've attached a screenshot of the configuration and their notes on the error from the receive file option. 

Test case ID a2af514f-95e3-451a-aa10-b775530b8f98

Transmission ID 20190425145636-48b9e95a-8fa0-4666-80a8-b8c4d355073e

Attempt date 2019-04-25T14:56:36Z

Description Your message could not be processed. 
",-0.8737227651936442,,
TS002175111,"Crocs, Inc.",Customer,"<p>Thanks Erich.</p><p></p><p>Here are the production AS2 Amazon details, I've attached the cert as well, file starting 343FF...</p><p>Amazon's AS2 server</p><p><b>Encryption &amp; signature</b> Required</p><p><b>Encryption algorithm</b> AES256</p><p><b>Select receipt type</b> Sync</p><p><b>Amazon AS2 ID</b> SJ221QU928AP75C</p><p><b>Amazon-hosted AS2 server URL</b> http://as2-jp.amazonsedi.com/4d60263c-ccf3-470a-9ab9-8a3b2cc45ede</p><p></p><p></p><p>Amazon's certificate</p><p><b>This certificate will expire:</b> 23/04/2024, 08:00:47 GMT-6</p><p><b>Validity</b> 2019/04/25 - 2024/04/23</p><p><b>Serial number:</b> 343FF45BA2E65F90F0DE6A39E762301A</p><p></p><p>If you have a firewall and filter traffic by IP ranges, please whitelist these Amazon IP ranges:</p><p></p><p>13.113.244.64/26</p><p>54.199.127.208/28</p><p></p><p>If you filter inbound traffic by IP address, allow the addresses above access to your AS2 server port.</p><p></p><p>If you filter outbound traffic by port, allow the addresses above access for port 80 from your AS2 server.</p><p></p><p>Amazon's EDI servers run in the cloud. Therefore, the external facing IP address is subject to change within the published range on this page. Setting your TTL (Time To Live) for the DNS cache appropriately (we suggest 60 seconds or less) will expire the results and force a DNS lookup periodically. This will ensure continued connectivity. If you cache Amazon's EDI servers' IP addresses indefinitely, there is a likelihood of failed connection attempts from you to Amazon.</p><p></p><p></p>",0.5655535838365318,,
TS002175111,"Crocs, Inc.",Customer,"<p>Thanks Erich, I'm not seeing any attachments when I go into the case. Here is Amazon's info and I attached the cert with .txt at the end in case it gives issues otherwise, having the other info opened up their info for me.</p><p></p><p><b>Validity</b> 2019/04/10 - 2024/04/08</p><p><b>Serial number:</b> 00F9D3CA978DC2F96814D6B89997597C73</p><p><b>Encryption &amp; signature</b> Required</p><p><b>Encryption algorithm</b> AES256</p><p><b>Select receipt type</b> Sync</p><p><b>Amazon AS2 ID</b> SJ37L0GCPDLL6XU</p><p><b>Amazon-hosted AS2 server URL</b> http://as2-jp.amazonsedi.com/701bb706-ca29-4847-a80a-fbea57a0016c</p><p>Network firewall for AS2</p><p>If you have a firewall and filter traffic by IP ranges, please whitelist these Amazon IP ranges:</p><p></p><p>13.113.244.64/26</p><p>54.199.127.208/28</p><p></p><p>If you filter inbound traffic by IP address, allow the addresses above access to your AS2 server port.</p><p></p><p>If you filter outbound traffic by port, allow the addresses above access for port 80 from your AS2 server.</p><p></p><p>Amazon's EDI servers run in the cloud. Therefore, the external facing IP address is subject to change within the published range on this page. Setting your TTL (Time To Live) for the DNS cache appropriately (we suggest 60 seconds or less) will expire the results and force a DNS lookup periodically. This will ensure continued connectivity. If you cache Amazon's EDI servers' IP addresses indefinitely, there is a likelihood of failed connection attempts from you to Amazon.</p>",0.5629271970738964,,
TS002044170,Lindt & Sprüngli,Customer,"Hi Team,

Could you please map N104 data of N1*BT loop into 1st record, field 12  (PO Bill To).

Regards
Amrutha
",-0.6234831521032482,,
TS002175111,"Crocs, Inc.",Customer,"Thanks Erich. I agree the one parent is all that is needed. If any updates to maps become necessary I'll open up a separate MCR ticket.  The AS2 config is done through their portal.  If you can provide me with the following and the cert I can log-in and do the rest as I did with the other regions.  All the other regions were SHA1 but they don't allow you to configure that way anymore so I'll need the new cert and info.

our AS2 ID
Your AS2 URL
Your MDN receipt type
Your message signing algorithm (only choices are SHA256 or SHA512)
Your message encryption algorithm (choices are: AES-128, AES-192, AES-256)

Let me know if you need any other info.

Thanks!
",-0.7284521008677354,,
TS002044170,Lindt & Sprüngli,Customer,"Hi Narendra,

Can you please check envelope configuration in CTE.

CTE PID : 34000293

Regards
Amrutha
",0.5492431224193888,,
TS002175304,"Alvogen, Inc.",Customer,"Thank you very mush Kurt! I am able to view the child tickets now.

I will now request the customer to send a test 850, so we can start testing.

Regards,
Shruthi
",0.6821584123198358,,
TS002175304,"Alvogen, Inc.",Customer,"Kurt,
I still don't have visibility to the child tickets. 

Thanks,
Shruthi
",0.5411310134953836,,
TS002178309,Watts Regulator Co,Customer,"Hi Mallik,

thanks for processing this.

I just could verify this case and saw, there obviously is a mixture of two cases.

as per header of this one, I intented to have the ?map WTSDE_GSH_O_INVOIC_D96B beeing processed correctly.

as per attachment the MCR is for WTSDE_GCGRUPPE_O_INVOIC_D96B (TS002178344).

I saw now, you worked on MCR (inteted to be for case TS002178344) but not on the issue described in the initial text of this case. fo far so good. I will do / comment the tests on WTSDE_GCGRUPPE_O_INVOIC_D96B in case TS002178344.

Can you please related to THIS case / WTSDE_GSH_O_INVOIC_D96B have a look at the issue? (PID 24999772 in CTE).

I provided an input file containing multiple invoices - but this could not be processed correctly.

Thanks & regards

Denis
",-0.6394256029299746,,
TS002175304,"Alvogen, Inc.",Customer,"Kurt,
This ticket is for 850 and 810, so why does your note below say 856 is ready for testing? 

Also, please advise on the 810 map and let me have access to the child ticket.

Thanks,
Shruthi
",-0.6941971768092298,,
TS002175304,"Alvogen, Inc.",Customer,"Kurt,
I am unable to view the child cases. Is it possible for you to add me to the child cases, so I can view them?

Thank you very much.
Regards,
Shruthi
",0.7262819935225374,,
TS002175304,"Alvogen, Inc.",Customer,"Also, let me know regarding the AS2 connectivity and when can we start testing.

Thanks,
Shruthi
",-0.9546760050597951,,
TS002175304,"Alvogen, Inc.",Customer,"Hello Kurt,
Do you have updates on the 850 map? Please advise.

Thank you,
Shruthi
",-0.5177618962256838,,
TS002175304,"Alvogen, Inc.",Customer,"Thank you very much Kurt!

Regards,
Shruthi
",-0.6813281612201595,,
TS002175304,"Alvogen, Inc.",Customer,"<p>Hello Dawn,</p><p>Please see my notes below and update the map.</p><p>Let me know if you have any questions.</p><p>Thanks,</p><p>Shruthi</p><p>&nbsp;</p><p>1. REF*IA (Internal Vendor Number) - Specifications=mandatory.</p><p>&nbsp;&nbsp;&nbsp;&nbsp;The sample output file has ""7491"" so I hardcoded this value in REF02. ??????????????????????..<b>This is good.</b></p><p></p><p>2. N1, N3, N4*SF - Specifications=mandatory.</p><p>&nbsp;&nbsp;&nbsp;&nbsp;The sample output file has the below values so I hardcoded as well.&nbsp;</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;N102=""ALVOGEN"", N301=""9 CAMPUS DRIVE"", N401=""PARSIPPANY"", N402=""NJ"", N403=""07054""&nbsp;??????..<b>This is going to be UPS-our 3PL provider, not Alvogen. Should be hardcoded as below:</b></p><p><b>N1*SF*UPS-SCS*11*W01948~ </b></p><p><b>N3*1860 Outer Loop~ </b></p><p><b>N4*Louisville*KY*40219*US~ </b>&nbsp;</p><p></p><p>3. ITD06 (Net Due Date) - Specifications=mandatory.</p><p>&nbsp;&nbsp;&nbsp;&nbsp;ITD07 is the terms net days and it adds 1 day to the discount days so I added 1 day to the discount date??..<b> This is good.</b></p><p></p><p>4. SLN09/10 (Lot Number) - Specifications=mandatory.</p><p>&nbsp;&nbsp;&nbsp;&nbsp;The sample output file has ""LT"" and ""0"" so I hardcoded as well??????????????????????????..<b>map SLN10 from E1EDP19 (IDTNR), donot hardcode.</b></p><p><b>?</b></p><p><b>5. Also, map N1 (RE)</b>&nbsp;<b>from E2EDKA1/PARVW (RS). See below for details:</b></p><p>Hardcode N101 as ""RE""</p><p>Map N102 from ""NAME1"" when Partner Function (E2EDKA1/PARVW) equals to(RS) </p><p>Hardcode N103 as ""1""</p><p>Hardcode N104 as ""008057330""</p><p>Map N301 from ""STRAS"" when Partner Function (E2EDKA1/PARVW) equals to(RS) </p><p>Map N401 from ""ORT01"" when Partner Function (E2EDKA1/PARVW) equals to(RS) </p><p>Map N401 from ""REGIO"" when Partner Function (E2EDKA1/PARVW) equals to(RS) </p><p>Map N403 from ""PSTLZ"" when Partner Function (E2EDKA1/PARVW) equals to(RS) </p><p></p><p><b>?</b></p>",-0.6084203584457011,,
TS002179108,Leggett & Platt Incorporated,Customer,"Please set this up in Production.?
",-0.5657660385375877,,
TS002175304,"Alvogen, Inc.",Customer,"Hello Teresa,
Please us ebelow generic maps as base maps to develops new maps. 
ALVOGEN_GNR1_I_850_4010_SPE
ALVOGEN_GNR1_O_810_4010_SPE

Also, I have uploaded the 810 IDOC file for Auburn titled ""O_20190424_122637_5906.810E"" 

Let me know if you have any questions.
Thanks,
Shruthi
",-0.8122844880958435,,
TS002179108,Leggett & Platt Incorporated,Customer,"Any update on this ticket??
",-0.6047298897432963,,
TS002179108,Leggett & Platt Incorporated,Customer,"I have sent a file through CTE and it did not process.  There is no PID and no error.  See Source Message ID 2c04ec72-6777-11e9-af46-2dc38086e953
",-0.9269541381045369,,
TS002177641,"US Xpress Enterprises, Inc.",Customer,"This is approved
",-0.6269418831491915,,
TS001939480,UNITED PARCEL SERVICE OASIS SUPPLY  CORPORATION,Customer,"Response from UPS Linux Support team: Application server uses arbitrary ports to connect to database port 50000 on VIP. There is no IP blocking in place as far as they are aware.  Uploaded attachment is NetStat report that shows connections. Is there specific command or function to validate IP blocking?
?
",-0.8734964969441396,,
TS002179477,"Crocs, Inc.",Customer,"Thanks Erich! It turns out they sent a production 816 this morning which looks great, so I think we can call all the SMTP maps good to go.  It'll just be the 850 and 810 we need to worry about from here on out. 
",0.6578932918474673,,
TS002179477,"Crocs, Inc.",Customer,"Thanks Erich, the 820 looks good now as well so it can be moved to production.  

I've dropped the 816 twice and never see it hitting Inflight but see it in the test mailbox. Unfortunately it won't pass through via AS2 until we're in production so I'm having to download the file from retaillink and drop it myself through our FTP connection. Do you think that's what's causing the issue now? I was doing it the same way for the failed ones but I know you changed some things. 
",-0.7018368128350747,,
TS002179477,"Crocs, Inc.",Customer,"Attaching revised PER which has IDs now and also corrected the 824 to 820.  Thanks!
",-0.7523912253918197,,
TS002179477,"Crocs, Inc.",Customer,"<p>Looks like only the 812 worked and can be moved to production, everything else has an error.</p><p></p><p>The 820  PID 63913451 says:</p><p></p><p>&lt;?xml version=""1.0"" encoding=""UTF-8"" standalone=""no""?&gt;&lt;![CDATA[</p><p>No matching GS envelope was found.&nbsp;Interchange not processed. Please configure the appropriate inbound EDI envelopes and restart this business process.</p><p></p><p>SenderID: 925485US00</p><p>ReceiverID: CROCST</p><p>Type: GS GE</p><p>Function: DEENVELOPE</p><p>GroupVersionReleaseIDCode: 005010</p><p>GroupResponsibleAgencyCode: X</p><p>GroupFunctionalIDCode: RA</p><p>Sender ID Qualifier: 08</p><p>Receiver ID Qualifier: ZZ]]&gt;</p><p></p><p>The 816 PID 63913467 says:</p><p>&lt;?xml version=""1.0"" encoding=""UTF-8"" standalone=""no""?&gt;&lt;![CDATA[</p><p>No matching ISA envelope was found.&nbsp;Interchange not processed. Please configure the appropriate inbound EDI envelopes and restart this business process.</p><p></p><p>SenderID: 0078742000008</p><p>ReceiverID: GLNCXUSE</p><p>Type: ISA IEA</p><p>Function: DEENVELOPE</p><p>InterchangeControlVersionNumber: 00501</p><p>InterchangeTestIndicator: T</p><p>Sender ID Qualifier: ZZ</p><p>Receiver ID Qualifier: ZZ]]&gt;</p><p></p><p>The 864 says &lt;?xml version=""1.0"" encoding=""UTF-8"" standalone=""no""?&gt;&lt;![CDATA[Cannot load translation object for map CROC_GNR01_I_864V_SAP]]&gt;  PID 63913474</p>",-0.9829754633942382,,
TS002179477,"Crocs, Inc.",Customer,"We actually want it to come through as it's an e-mailed document for us for users who don't get into Inflight.

Thanks!
",-0.5969655841628047,,
TS002179477,"Crocs, Inc.",Customer,"<p>OK, I've got test files for the SMTP mapping (812, 816, 820) which are all sitting in error in CTE. I had a typo in the PER which I'll revise and attach it should be the 820 document, not the 824. I also have a file for the generic 864 - Walmart's IDs for all but the 816 are:</p><p></p><p><b>Walmart Id Qualifier:</b>&nbsp;<b>08</b></p><p><b>Walmart Interchange ID:</b>&nbsp;<b>925485US00</b></p><p><b>Walmart Group ID:</b>&nbsp;<b>925485US00</b></p><p></p><p>For the 816 they have the following message ""Values can not be modified for this document.</p><p>Your system must be able to handle these values in a production atmosphere."" and these IDs:</p><p>Supplier Id Qualifier: ZZ</p><p>Supplier Interchange ID: GLNCXUSE</p><p>Supplier Group ID: GLNCXUSE</p><p>Walmart Id Qualifier: ZZ</p><p>Walmart Interchange ID: 0078742000008</p><p>Walmart Group ID: WALMART</p><p></p><p> </p><p>Let me know when we I can drop the files to cross them off the list. I'm working on the MRS docs for the PO and invoice now and should have them over this afternoon but will attach all the information to those specific child cases.</p><p></p><p>Let me know if you need anything else.</p><p></p><p>Thanks!</p>",-0.8119032456812463,,
TS002179814,BRADY CORPORATION,Customer,"At this time Mayer/Hite does not want to continue receiving the 855 so we do not need to migrate that. 
",-0.8542549794034928,,
TS002179814,BRADY CORPORATION,Customer,"Verifying with Mayer.
",0.7628337106883505,,
TS002179814,BRADY CORPORATION,Customer,"approved
",-0.5796868771589807,,
TS001939633,UNITED PARCEL SERVICE OASIS SUPPLY  CORPORATION,Customer,"Please advise if IBM has been able to replicate error based on 3/5 meeting discussion. thx?
",-0.7707339391354093,,
TS002180351,TAKUMI STAMPING TEXAS INC.,Customer,"Hello,

I filled out format.
Please let me know if any questions.
Thank you.

",-0.8170248878753162,,
